"ΟΝΟΜΑΣΙΑ ΦΟΡΕΑ - ΥΠΗΡΕΣΙΑΣ","ΕΠΟΠΤΕΥΟΝ ΥΠΟΥΡΓΕΙΟ","ΝΟΜΙΚΗ ΜΟΡΦΗ - ΕΙΔΟΣ ΥΠΗΡΕΣΙΑΣ","ΤΟΜΕΙΣ ΠΟΛΙΤΙΚΗΣ","ΥΠΑΓΩΓΗ ΣΤΟ ΔΗΜΟΣΙΟ ΤΟΜΕΑ","ΛΟΙΠΕΣ ΠΛΗΡΟΦΟΡΙΕΣ",﻿"URL","FRAMEWORKS","SERVER","CDN","SSL","COPYRIGHT"
"ΙΝΣΤΙΤΟΥΤΟ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΕΠΙΜΟΡΦΩΣΗΣ ΜΕΛΩΝ ΤΕΧΝΙΚΟΥ ΕΠΙΜΕΛΗΤΗΡΙΟΥ ΕΛΛΑΔΑΣ","ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΥΠΟΔΟΜΩΝ","ΕΝΤΟΣ","","iekemtee.sqlearn.gr","","Apache/","N/A","N/A","self hosted","N/A"
"ΙΝΣΤΙΤΟΥΤΟ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","iep.edu.gr","","","N/A","yes","self hosted","N/A"
"ΙΝΣΤΙΤΟΥΤΟ ΕΡΕΥΝΑΣ ΝΟΣΗΜΑΤΩΝ ΘΩΡΑΚΑ ΥΓΙΕΙΝΗΣ ΚΑΙ ΑΣΦΑΛΕΙΑΣ ΤΗΣ ΕΡΓΑΣΙΑΣ","ΥΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΙΝΣΤΙΤΟΥΤΟ ΙΣΤΟΡΙΑΣ ΕΜΠΟΡΙΚΗΣ ΝΑΥΤΙΛΙΑΣ","ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","museum.yen.gr","Microsoft Frontpage/ASP.NET/","IIS/IIS 5/","N/A","N/A","self hosted","N/A"
"ΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ ΔΙΟΦΑΝΤΟΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","www.cti.gr","DAV/PHP/","Apache 2.4/Apache/","yes","N/A","Dedicated Hosting","N/A"
"ΙΝΣΤΙΤΟΥΤΟ ΥΓΕΙΑΣ ΤΟΥ ΠΑΙΔΙΟΥ","ΥΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","","ΕΝΤΟΣ","","https://www.ich.gr","","Apache/","N/A","yes","Hetzner","Copyright Year 2011"
"ΙΝΣΤΙΤΟΥΤΟ ΦΑΡΜΑΚΕΥΤΙΚΗΣ ΕΡΕΥΝΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ","ΥΓΕΙΑΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","ΘΥΓΑΤΡΙΚΗ ΤΟΥ ΕΟΦ","https://www.ifet.gr","Adobe Dreamweaver/","Apache/Apache 2.4/","N/A","N/A","self hosted","N/A"
"ΙΟΝΙΟ ΠΑΝΕΠΙΣΤΗΜΙΟ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://ionio.gr","PHP/PHP 7/","Apache/Apache 2.4/","yes","yes","Dedicated Hosting","N/A"
"ΙΣΡΑΗΛΙΤΙΚΕΣ ΚΟΙΝΟΤΗΤΕΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://kis.gr","Shockwave Flash Embed/PHP/","nginx/Apache/","N/A","yes","Hetzner","Copyright Year 2009"
"ΙΣΤΟΡΙΚΗ ΚΑΙ ΕΘΝΟΛΟΓΙΚΗ ΕΤΑΙΡΕΙΑ ΕΛΛΑΔΟΣ - ΕΘΝΙΚΟ ΙΣΤΟΡΙΚΟ ΜΟΥΣΕΙΟ ΠΑΛΑΙΑ ΒΟΥΛΗ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΟΙΝΩΦΕΛΗ ΙΔΡΥΜΑΤΑ","ΠΟΛΙΤΙΣΜΟΥ","ΕΚΤΟΣ","","www.nhmuseum.gr","ASP.NET/","","yes","yes","self hosted","N/A"
"ΙΣΤΟΡΙΚΟ ΚΑΙ ΛΑΟΓΡΑΦΙΚΟ ΜΟΥΣΕΙΟ ΚΟΡΙΝΘΟΥ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΟΙΝΩΦΕΛΗ ΙΔΡΥΜΑΤΑ","ΠΟΛΙΤΙΣΜΟΥ","ΕΚΤΟΣ","","odysseus.culture.gr","Shockwave Flash Embed/","Oracle Application Server/Oracle HTTP Server/OracleAS Web Cache/","N/A","N/A","self hosted","N/A"
"ΙΣΤΟΡΙΚΟ ΚΑΙ ΛΑΟΓΡΑΦΙΚΟ ΜΟΥΣΕΙΟ ΡΕΘΥΜΝΟΥ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΟΙΝΩΦΕΛΗ ΙΔΡΥΜΑΤΑ","ΠΟΛΙΤΙΣΜΟΥ","ΕΚΤΟΣ","","https://www.rethymno.gr","PHP/","Apache 2.2/Apache/Apache 2.4/","N/A","yes","self hosted","N/A"
"ΙΣΤΟΡΙΚΟ ΜΟΥΣΕΙΟ ΚΡΗΤΗΣ - ΕΤΑΙΡΕΙΑ ΚΡΗΤΙΚΩΝ ΙΣΤΟΡΙΚΩΝ ΜΕΛΕΤΩΝ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΟΙΝΩΦΕΛΗ ΙΔΡΥΜΑΤΑ","ΠΟΛΙΤΙΣΜΟΥ","ΕΚΤΟΣ","","https://www.historical-museum.gr","PHP/","Apache/nginx/LiteSpeed/","yes","yes","Digital Ocean","N/A"
"ΚΑΤΑΣΤΗΜΑΤΑ ΚΡΑΤΗΣΗΣ","ΔΙΚΑΙΟΣΥΝΗΣ ΔΙΑΦΑΝΕΙΑΣ ΚΑΙ ΑΝΘΡΩΠΙΝΩΝ ΔΙΚΑΙΩΜΑΤΩΝ ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","","ΕΝΤΟΣ","","www.sofron.gov.gr","Auto Repair  and  Car Mechanic/PHP/","Apache/Apache 2.2/","yes","N/A","self hosted","N/A"
"ΚΕΝΤΡΑ ΕΚΠΑΙΔΕΥΣΗΣ ΓΙΑ ΤΗΝ ΑΕΙΦΟΡΙΑ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΚΕΝΤΡΑ ΕΚΠΑΙΔΕΥΣΗΣ ΤΟΥ ΣΞ","ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ","ΥΠΗΡΕΣΙΕΣ ΚΑΙ ΦΟΡΕΙΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ","","ΕΝΤΟΣ","","noWebsite","","","","","",""
"ΚΕΝΤΡΑ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","www.specialeducation.gr","Shockwave Flash Embed/PHP/","nginx/","yes","yes","Cloudflare Hosting","Copyright Year 2012"
"ΚΕΝΤΡΑ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΑΠΟΚΕΝΤΡΩΜΕΝΕΣ - ΠΕΡΙΦΕΡΕΙΑΚΕΣ ΥΠΗΡΕΣΙΕΣ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://www.inedivim.gr","PHP/","Apache 2.2/Apache/Apache 2.4/","yes","yes","Dedicated Hosting","Copyright Year 2016"
"ΚΕΝΤΡΑ ΤΕΧΝΟΛΟΓΙΚΗΣ ΕΡΕΥΝΑΣ ΤΕΙ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://www.ktedm.gr","PHP/Kallyas/PHP 7/","Apache 2.2/Apache/Apache 2.4/","yes","yes","Dedicated Hosting","N/A"
"ΚΕΝΤΡΙΚΗ ΑΓΟΡΑ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","","ΕΝΤΟΣ","ΣΥΝΕΠΟΠΤΕΙΑ ΜΕ ΥΠ.Ο.&Α.","https://kath.gr","PHP/","Apache/","yes","yes","Hetzner","N/A"
"ΚΕΝΤΡΙΚΗ ΑΓΟΡΑ ΘΕΣΣΑΛΟΝΙΚΗΣ","ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ","ΑΝΩΝΥΜΕΣ ΕΤΑΙΡΕΙΕΣ","ΕΜΠΟΡΙΟΥ","ΕΝΤΟΣ","ΣΥΝΕΠΟΠΤΕΙΑ ΜΕ ΥΠΑΓΑ&Τ","https://kath.gr","PHP/","Apache/","yes","yes","Hetzner","N/A"
"ΚΕΝΤΡΙΚΗ ΕΝΩΣΗ ΔΗΜΩΝ ΕΛΛΑΔΟΣ","ΕΣΩΤΕΡΙΚΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΕΣΩΤΕΡΙΚΩΝ","ΕΝΤΟΣ","","https://www.kedke.gr","Shockwave Flash Embed/PHP/","Apache/LiteSpeed/Apache 2.2/nginx/","yes","yes","SiteGround VPS","N/A"
"ΚΕΝΤΡΙΚΗ ΕΝΩΣΗ ΕΠΙΜΕΛΗΤΗΡΙΩΝ ΕΛΛΑΔΑΣ","ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΕΜΠΟΡΙΟΥ","ΕΝΤΟΣ","","https://www.uhc.gr","ASP.NET/Microsoft Office Web Server/PHP/","IIS 7/IIS/IIS 8/Apache 2.2/Apache/nginx/","yes","yes","Hetzner","Copyright Year 2016"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ","ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.minagric.gr","Google Web Toolkit/ASP.NET/Silverlight/PHP/Iconic One/","Apache/IIS/IIS 5/Apache 2.4/","yes","N/A","Dedicated Hosting","Copyright Year 2016"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΔΙΚΑΙΟΣΥΝΗΣ ΔΙΑΦΑΝΕΙΑΣ ΚΑΙ ΑΝΘΡΩΠΙΝΩΝ ΔΙΚΑΙΩΜΑΤΩΝ","ΔΙΚΑΙΟΣΥΝΗΣ ΔΙΑΦΑΝΕΙΑΣ ΚΑΙ ΑΝΘΡΩΠΙΝΩΝ ΔΙΚΑΙΩΜΑΤΩΝ ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.ministryofjustice.gr","ASP.NET/","IIS/IIS 7/","N/A","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΔΙΟΙΚΗΤΙΚΗΣ ΑΝΑΣΥΓΚΡΟΤΗΣΗΣ","ΔΙΟΙΚΗΤΙΚΗΣ ΑΝΑΣΥΓΚΡΟΤΗΣΗΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.minadmin.gov.gr","PHP/","Apache/Apache 2.4/","yes","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΕΞΩΤΕΡΙΚΩΝ","ΕΞΩΤΕΡΙΚΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","https://www.mfa.gr","PHP/Shockwave Flash Embed/ASP.NET/","nginx 1.4/nginx/Apache/IIS/IIS 6/nginx 1.9/Nginx 1.14/","yes","yes","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΕΡΓΑΣΙΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ","ΕΡΓΑΣΙΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.ypakp.gr","Adobe Dreamweaver/Frontpage Extensions/","Apache/nginx 1.4/nginx/nginx 1.8/","N/A","N/A","HostGator","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΕΣΩΤΕΡΙΚΩΝ","ΕΣΩΤΕΡΙΚΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.ypes.gr","ASP.NET 2.0/ASP.NET Ajax/Shockwave Flash Embed/ASP.NET/","IIS/IIS 6/","N/A","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","https://www.yen.gr","Shockwave Flash Embed/J2EE/Struts/","Apache 2.2/Apache/nginx/nginx 1.6/","yes","yes","Dedicated Hosting","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ","ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.mindev.gov.gr","PHP/","Apache/Apache 2.4/","yes","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΟΙΚΟΝΟΜΙΚΩΝ","ΟΙΚΟΝΟΜΙΚΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","https://www.minfin.gr","JavaServer Faces/J2EE/Java Servlet/PHP/Struts/","Apache/Apache Tomcat Coyote/JBoss/Apache 2.2/","yes","yes","Cogent Communications","Copyright Year 2017"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","archive.minedu.gov.gr","PHP/PHP 7/","Nginx 1.12/nginx/","yes","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.ypeka.gr","ASP.NET 2.0/Adobe Dreamweaver/ASP.NET Ajax/Shockwave Flash Embed/ASP.NET/","IIS/IIS 6/Apache/Apache 2.4/","N/A","N/A","Dedicated Hosting","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","https://www.culture.gr","ASP.NET Ajax/Microsoft Office SharePoint/ASP.NET/ASP.NET 4.0/","Apache/Oracle Application Server/Oracle HTTP Server/IIS/IIS 7/","yes","yes","Dedicated Hosting","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΤΟΥΡΙΣΜΟΥ","ΤΟΥΡΙΣΜΟΥ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.mintour.gov.gr","J2EE/","Apache/Apache 2.4/","N/A","yes","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΥΓΕΙΑΣ","ΥΓΕΙΑΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.moh.gov.gr","PHP/","Apache/","N/A","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ","ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.yme.gov.gr","","Apache/","N/A","N/A","self hosted","N/A"
"ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ ΥΠΟΥΡΓΕΙΟΥ ΨΗΦΙΑΚΗΣ ΠΟΛΙΤΙΚΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΕΝΗΜΕΡΩΣΗΣ","ΨΗΦΙΑΚΗΣ ΠΟΛΙΤΙΚΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΕΝΗΜΕΡΩΣΗΣ","ΚΕΝΤΡΙΚΗ ΥΠΗΡΕΣΙΑ","","ΕΝΤΟΣ","","www.mindigital.gr","PHP/PHP 7/","Apache/Apache 2.4/","yes","yes","Dedicated Hosting","N/A"
"ΚΕΝΤΡΙΚΟ ΙΣΡΑΗΛΙΤΙΚΟ ΣΥΜΒΟΥΛΙΟ ΣΥΝΤΟΝΙΣΜΟΥ ΚΑΙ ΓΝΩΜΑΤΕΥΣΕΩΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΑΙΔΕΙΑΣ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΕΝΤΟΣ","","https://kis.gr","Shockwave Flash Embed/PHP/","nginx/Apache/","N/A","yes","Hetzner","Copyright Year 2009"
"ΚΕΝΤΡΟ ΑΝΑΝΕΩΣΙΜΩΝ ΠΗΓΩΝ ΕΝΕΡΓΕΙΑΣ","ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΕΝΕΡΓΕΙΑΣ","ΕΝΤΟΣ","","www.cres.gr","","Apache/Apache 2.2/","N/A","N/A","self hosted","N/A"
"ΚΕΝΤΡΟ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΤΥΦΛΩΝ","ΕΡΓΑΣΙΑΣ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΔΗΜΟΣΙΟΥ ΔΙΚΑΙΟΥ","ΠΡΟΝΟΙΑΣ","ΕΝΤΟΣ","","www.keat.gr","PHP/","Apache/Apache 2.4/","N/A","yes","self hosted","N/A"
"ΚΕΝΤΡΟ ΔΙΑ ΒΙΟΥ ΜΑΘΗΣΗΣ ΕΠΙΠΕΔΟΥ 2 ΚΕ ΠΑΛΑΣΚΑΣ","ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ","ΥΠΗΡΕΣΙΕΣ ΚΑΙ ΦΟΡΕΙΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ","","ΕΝΤΟΣ","","www.hellenicnavy.gr","Adobe Dreamweaver/Shockwave Flash Embed/ASP.NET/PHP/","Apache/IIS/IIS 6/Apache 2.2/","yes","N/A","self hosted","N/A"
"ΚΕΝΤΡΟ ΔΙΑΔΟΣΗΣ ΕΠΙΣΤΗΜΩΝ ΚΑΙ ΜΟΥΣΕΙΟ ΤΕΧΝΟΛΟΓΙΑΣ","ΠΑΙΔΕΙΑΣ ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ","ΝΟΜΙΚΑ ΠΡΟΣΩΠΑ ΙΔΙΩΤΙΚΟΥ ΔΙΚΑΙΟΥ","ΕΡΕΥΝΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ","ΕΚΤΟΣ","ΚΟΙΝΩΦΕΛΕΣ ΙΔΡΥΜΑ ΤΟΥ ΑΣΤΙΚΟΥ ΚΩΔΙΚΑ","https://www.noesis.edu.gr","Twenty Fourteen/PHP/Perl/Facebook Domain Verification/","Apache/Apache 2.2/","yes","yes","self hosted","N/A"
